slogan,label
★掌握[PRODUCT]大發大獎，中獎最高送[X元](限額登錄),0
【只剩[NUM]天，立刻點擊→】信貸線上申辦櫃台開放免等待,0
【[ORG]美元高利定存倒數不斷升息】新臺幣定存轉存美金一年期最高[NUM]、人民幣[X%]、澳幣和亞元,0
【連我隔壁同事都在用】[UNK]~來中信線上信貸超快速，現在還有月月抽獎金[X元]等你來拿！,0
【亞洲萬里通&全球便利亞洲秘境】[ORG]獨特體驗,0
了解更多市場資訊：依市場氣象圖尋找適合投資標的：【上週市場回顧】上週美中貿易談判傳近達成協議,0
[UNK]理不理財很有事每週精選[DATE]前，持[ORG]，至全台開立數位銀行「新臺幣提款交易」，即可領取專屬轉寄無效喔！,0
【[DATE]到期提醒通知】您設定的匯率/轉帳手續費[NUM]元，敬請立即點閱了解→,0
【信貸讓你輕鬆渡過歡樂~】分段式利率+[NUM]期限時利率只要[X%]！現在申請就抽[ORG][UNK]喔！,0
【最後[NUM]天，好康領取→】還在等便宜匯率?別等了![DATE]線上換外幣匯率激省看這邊!,0
?☆[ORG]i刷[PRODUCT]★送您[UNK][UNK]折價券，,0
我的錢越多！設定學費可享[ORG][UNK]，網路交易再[DISCOUNT]加碼送刷卡金,0
【最高享[UNK][X元]回饋】任刷一筆免費領[X元]購物金、看電影平日[X折]！,0
【[DATE]資產檢視及熱門話題】[GPE]自動儲值代扣[DATE]就該讓「促銷」隨著[UNK],0
★[PRODUCT][NUM]日快閃，線上申請最快[NUM]小時撥款輕鬆搞定，前兩期只要[X%]~快來申請吧！,0
買[NUM][UNK]天天刷台新買[NUM]送[NUM]【[GPE]卡券購買登機箱[DATE]優惠】贈[X元]小籠包兌換券！,0
【防疫新生活  房貸減月付】轉貸中信額度更多、有機會享寬限期，永久隔離高月付房貸！ ,1
【好康都在這】中信線上信貸，開辦費現折[UNK][X元]，限時申請只到[DATE]，立刻點擊！,0
您的限時兌換外幣了嗎？加入中國信託，我們將幫助你實現最好的長期財務目標，瞭解詳情。,0
<[PRODUCT]友專屬優惠券>消費滿額禮~筆筆抽簽名球員最高[DISCOUNT]!,0
中國信託是[GPE]人為了要存提高利率[X%]的高利率，高息定期存款額可以調整比[NUM]-[NUM]個月期或自己來拿。,0
【[NUM]換匯達人】就是要幫你的快樂成長,0
 【忘了網銀密碼/使用者代號？】簡單[NUM]步驟拿回你的方便BANK！,1
【年終口袋不空空，免看老闆臉色！】[PRODUCT]線上申請+撥款，就可抽獎金[X元]，立刻申請囉！,0
【幸福[DATE]報】[UNK][UNK][NUM]專案中獎公告感謝您參與此活動，獲得理想生活支持！,0
【出國留學換匯，省下來的時間卻沒開？】[DATE]想進行交易就打電話，撿便宜換外幣不用找老協珍！,0
【[GPE]．泡湯饗美食】春天酒店住房享[X元]起,1
【享受吧! 飛行】飛長程！好想搭豪華經濟艙∼[PRODUCT]加價$[X元]輕鬆升等！ ,1
【[DATE]哈燒話題】從輕旅行一路玩到高手級！新竹自然系景點一日遊,1
【[URGE]通知，倒數計時】貸款前二期年利率通通[X%]~申請抽就《Switch》~優惠只到[DATE]喔!,1
【中信旅遊玩家】[NUM]大旅行社消費滿額，最高[DISCOUNT]！,1
【請問】[DATE]的優利定存，還在轉帳手續費最低月月[DISCOUNT]?,0
★除舊佈新i刷[PRODUCT]★紅利兌換清潔神器．打掃輕鬆媽媽開心,1
【請領取您的([NUM])張專屬優惠券】[DATE]前申請中信銀行[UNK],0
【辦貸款自己來，中信給您好優惠】線上貸款月月[DISCOUNT]獎金已經核准，先申請再抽五星級住宿券，[UNK]！,0
[UNK]基金要買什麼？快用這招[NUM]點[UNK]換匯！,0
中國信託銀行服務上線囉，「首度合作」[DATE]購物金已入到[NUM]個月[UNK](含)字點扣讓人心的瞬間生,0
首綁可享優利活存強力加碼台新行動！優質客戶服務線上申辦，滿意再貸~,0
【好康A個夠!】[PRODUCT]友享[ORG]滋心披薩[NUM]吋外帶優惠價[X元],1
有進息!就是行動→不要錯過！,0
【限量[NUM]組輕鬆省錢術】領取您的振興感謝祭採購機器人，恭喜您獲得[X元]基金，快進[UNK],0
限量販售_[UNK]聯名卡獨享[X折]起！快來領取！,0
【驚!利率前兩期只要[X%]】優惠人人都有，現在還有[DISCOUNT]剩不到半個月了!,1
【[PRODUCT]】最高享LINE Points [DISCOUNT]，天天回饋無上限、銀行日歡樂無限,1
【申請限定】[NUM]組基金申購手續費[X折]等你來搶！,0
基金計畫從近期成立至[X%]新臺幣[NUM]個月期年息高達[X%]，您可以獲得[UNK],0
【你貸到了？】貸您看到資金缺口找中信，快來點閱了解吧!,0
【輕鬆享停車大抵】新戶申辦[UNK][PRODUCT]，獨享《熊大[NUM]吋行李箱+行李束帶》,0
【沒有陷阱也可以是你的損失】[PRODUCT]讓您一同分擔,0
優利~不讓搶美元換匯趁現在!,0
【外幣活動達成通知】[GPE]外幣高利[X%]，限時[X%]客戶獨享三重優利！,0
用存錢找美元高利定存最近想跟大家分享，一起把時間花點擊美元輕鬆理財,0
【您有([NUM])個紅利點】換匯不麻煩!現在申請就可以參加[ORG][UNK]抽獎喔！,0
中國信託[ORG]攜手飛聯名卡週年慶[X折]！綁聯名卡最高享[NUM]倍送,0
【[PRODUCT] [NUM]特典】[ORG]官方網站消費享[X%]，再享限定滿額贈！,1
小考驗，[UNK]試一百分！[NUM]好評再延長．[UNK][NUM]優惠，可參加聰明理財三部曲，不必等到衝評分,0
【就知道你想要這個】貸款每[X元]只要[X元]起，還有抽《[ORG]三合一涼暖空氣清淨機》讓您[DATE]不blue!,1
用這張卡作特別重要！[DATE]前，使用[PRODUCT]超萌卡片，可抽[UNK],0
【任務一指搞定】外幣定存年息最高美元[X%]、人民幣[X%]！,0
投資交給智能的你是否要花很多錢?快來幫您做出正確答案，還可以參加更多小編的投資計劃!,0
?開工收心操練不必為了慈善兒童煩惱，玉山e指[UNK]心保歡樂捐款給你！,0
即刻啟動國內遠東智能銀行調整服務，提供高額的投資優質和專屬回報,0
 【繳稅繳學費中國信託貸你好方便】★╮貸款前兩期只要《[X%]》線上申請不麻煩!!申請再抽《[X元]禮卷》,1
送電影票加油金最速配！新申辦[PRODUCT]並達成任務，登錄再抽[GPE][UNK]！,0
 【來[DISCOUNT]禮券囉！】快來體驗額度[NUM]分鐘免費試算現在申請還可參加抽獎喔!,1
<[PRODUCT]>開啟[UNK]個人化服務、多元化和支付方便！,0
【防疫理財新趨勢】在家也可以換外幣，外幣高利美元[X%]人民幣[X%]，活動只到[DATE]為止，限定客戶活動轉寄無效,1
【最！後！半！個!月！】貸您可借多少~免費試算與申請，速度在這裡！,0
外幣定存限時加碼，享年息最高[X%]！,0
★[DATE]~[DATE][ORG]週間★刷無印卡享[X折]優惠,1
上班不分平假[DATE]前，訂房網刷中信最高[DISCOUNT],0
【[UNK]~限時優利】年息最高[X%]，《申辦櫃台太幫你找十多萬大獎》,0
享樂台新銀行獨家優利人員專屬[X%][NUM]期利率,0
中國信託提供各種簡單的方法供投資產品，包括買賣性能投資服務、融解決方案和交易的選擇。,0
【就愛去[GPE]】訂房不求人，MYSTAYS連鎖飯店訂房尊享[X%]折扣！,1
【你喜歡哪裡找？】用[X%]大筆利息的[NUM]天[UNK]，現在來這些都方便了。,0
[DATE]強檔電影有哪些？刷[PRODUCT][NUM]大影城最低[X折]起讓你看好看滿,1
【線上貸款真的很厲害】[PRODUCT]限時優惠還可參加抽獎，您怎麼還不來試看!,0
【[DATE]外幣檢視及哈燒話題】[GPE]奧林匹克指數測驗搶盡！,0
中國信託通過我們的個人、家庭和公司是一體兩面的在地的外交結果。利用我們多種種匯率存款服務讓你方便。,0
【假日也可以申辦喔~】中信線上貸款就是想趁現在，全新上線讓您立即申請不麻煩!,0
財富管理產品與個人商業銀行累積專屬的智能投資，並[UNK],0
【中信薪轉客戶專屬】免付收入、保管費最高享[X%]退休權益,0
★金喜出遊[NUM][GPE][UNK]點，換匯再享最高[X%]優惠！,0
[ORG]館內[X元]再享遊日星商店消費最高[X折]天天回饋！,0
【給薪轉戶的振興價】為自己增加一份安心的基金，還不打開辦費→,0
【貸款交給中信】線上申辦再享免費[UNK][X元]，還有超低優惠利率在這裡！,0
【年終加碼美元最高[X%]】新臺幣定存解約轉存[NUM]大，年息最高美元[X%]、人民幣[X%]！,0
【限時加碼！[NUM]組優匯】[DATE]一起換匯吧~,0
你所有刷卡金[UNK]簽帳金融卡最高[DISCOUNT][UNK],0
【誰是智能車險最低價？】一個月多[NUM]元，申請再賺五筆利息！,0
【[DATE]限時限量[NUM]組優匯】[DATE]一起換匯吧~只限[DATE][NUM]分鐘就有人氣！,0
【[NUM]步驟線上開戶拿[UNK]】[UNK][X元]起，再享全臺五星飯店下午茶二人同行[NUM]人免費,0
想讓你換匯嗎？還沒點這種省錢熱潮，用紅利養大你的退休生活吧！,0
【上班偷看有福利】定期存款，讓您取得[X元]美元的收益！,0
了解更多市場資訊：依市場氣象圖尋找適合投資標的：【上週市場回顧】美中貿易談判仍是未來主,0
【預約夏季去哪玩嗎？】這裡有消費滿額贈[UNK][UNK][NUM]點,0
【[DATE]哈燒話題】想買外幣就趁現在？美元[X%]人民幣年息最高階[X%]，讓你生活有效率！,0
【紅包開運免煩惱】房子借現金，用紅包自己賺！,0
資金缺口開銷通知：【線上申請滿意再貸[X元]！】現在就申請[PRODUCT]紅包~通通有優惠,0
【內有抽獎，只到[DATE]→】邀您體驗最新額度試算，還可以抽《[ORG]涼暖空氣清淨機》唷~,1
愛吃哈根達斯的捧油動作快，刷這張卡只要[X折]！,1
【[DATE]不吃土】享優惠延長！[NUM].在信貸限時優惠真的要送上門檻,0
【您有([NUM])則獨享的優惠】恭喜您獲得年息[X%]的美元定存優利，請立即點擊領取！,0
【薪轉戶嚴選】最適合退休後的年輕人，圓夢同時付出有保障！,0
【[UNK][X元]】[ORG]「[NUM]步驟線上開戶」線上申辦首刷滿額送[X元]，另享最高[UNK]紫外線除舊機或已,0
【寵愛自己一把抓，出門在家就對了】想要享受[DISCOUNT]快速換房？還是運費好划算！,0
【不用辛苦趕三點半囉~】大筆換匯(NTD [NUM]萬以上)免跑銀行，網路[NUM]分鐘輕鬆換好換滿！ ,1
 【海外消費免手續費】[ORG][PRODUCT]限時申辦最高回饋[NUM]點[ORG]DOLLAR！,1
【[DATE]中信搶購超給利】換匯最划算，滿[NUM]萬送[X元],0
【開車族看這裡】小編貼心提醒大家，使用個人化服務輕鬆掌握交易時間到價通知您不准,0
【貸款免煩惱，中信小幫手優惠！】[PRODUCT][NUM]小時接受申請，給你超低優惠利率再[DISCOUNT]獎金，[UNK]!,0
網路銀行助您輕鬆生活，中國信託全面支援免手續費直接觸帳戶，優質客戶活動需求，現場最高享[X元][UNK][UNK],0
【限量[NUM]組優匯】[DATE]限定~線上換匯人人都有獎，再加碼[NUM]組[DISCOUNT],0
?出國、網購、電影、球賽怎麼可以少了它，快進來選一張吧!,1
【為您加分】[ORG]刷中信滿額享免運費、免手續費！,0
【想換外幣？】是的，我們提供專屬優惠的外幣兌換服務。外幣高利[X%]年息[X%]！,0
【限時優惠】[GPE]晶英酒店平日住房[X元]起，加購各家訂房禮券！,0
【中信銀行個人網銀客戶專屬活動】在網銀/行動達人[UNK]完成新臺幣存款交易，可獲得[NUM]-[NUM]美元的外匯兌換券,0
☆帳戶連結icash[UNK]，送上[X元]大紅包，這些小編幫您放心點！,0
【優匯開搶限時，別錯過】新台幣定存解約轉存[NUM]大好康，年息最高美元[X%]、人民幣[X%]！,0
【自助餐】初秋滿月圓，線上申請享開辦費[X折]！,0
【[GPE]】原來很好用，不該宅在家的時間多了！,0
【就是[DATE]([DATE])！】信貸線上申貸，超[UNK]熊大夜燈貸就抽！,0
[ORG]百貨週年慶，大展購物中心週年慶開跑~揪你夏日輕旅行[UNK]!,0
信福貸網路銀行線上申請，自助申辦省時簡單,1
【?您的美元還夠了嗎？】是的，這樣買就對了~[DATE]就放在你家的玉山特惠價+房產就趁現在！,0
[ORG]披薩[PRODUCT]友專屬優惠專案,1
【立即入手好康】Line Points [NUM]點!,1
【[PRODUCT]電影優惠免簽單啦！】看電影平日[X折]，假日[X元]起,1
台新陪你飛向動物天堂[UNK]神器限定好禮送給您!,0
【您有一則訊息通知】[UNK][UNK]元大銀行x最高年終獎金即將到期，提醒大家盡所能的用過來幫孩子存錢！,0
【幸福街口聯名卡】加油、瓦斯費現金回饋最高[X%],0
【誠摯邀請】[ORG]鼎尊/[PRODUCT]享網購平台，最高賺[X元]元禮券立即享！,0
[PRODUCT]紅利超有點 冰涼一夏 FUN 暑降!,1
【今年結婚的好理由】伊莎貝爾/皇樓/御倉屋刷[PRODUCT]享分期零利率．再送滿滿祝福禮,1
【薪轉戶限定】專屬信貸免付機場接送，專案享開辦費[X折]~[URGE]申請囉！,0
【[DATE]哈燒話題】[NUM]個美元高利定存最高[X%]、人民幣[X%]！,0
【中信銀薪轉戶員工專屬】買外幣就是要利率低點！,0
【請確認該賣的有效期】新台幣定存解約轉存外幣定存，年息最高美元[X%]、人民幣[X%]！,0
★看電影i刷[PRODUCT] 最低[X折]起★ 金牌任務：機密對決、閨蜜[NUM],1
【[DATE]小姐不夠資金】簡單[NUM]步驟搞定，三大活動讓您輕鬆完成工作！,0
【緊張緊張！就是現在!】限時[NUM]天優惠，網路銀行/[UNK]獨家滿足您的最高年利率、澳幣[X%],0
【[PRODUCT]奇機再獻】購機最高[NUM]期分期[NUM]利率，再享最高[DISCOUNT]！ ,1
【[DATE]投資檢視及話題】[ORG]降息，錢越存越薄該怎麼辦！？,1
銀行系統暫停服務公告,0
【恭喜您被標註下定存錢優利】,0
台新信貸自助線上搞定，全線再送[NUM]萬[UNK][UNK]！限時超低優利率立即搶申！,0
【讓存到期再升級吧】想要提高收入的期限，還可以抽《[ORG]涼暖空氣清淨機》只到[DATE]喔!,0
點數報你知![UNK]、甘美[NUM]人同行最高賺[X%]！,0
【恭喜！您獲得此優惠訊息】恭喜您獲得年息[X%]的美元高利定存優惠，請立即點閱了解吧！,0
【你家社區看漲中？！】快速查、房價紅利快速入貸 ,1
【我敢保證[NUM]分鐘】線上申請最快[NUM]小時撥款，還減免開辦費[X元]超搶手！,0
【熊兔抱報】[ORG]刷[PRODUCT]享最高[NUM]期分期[NUM]利率，再贈[ORG]電影票,0
[X%]中獎率刮刮樂，邀您賀新春,1
【[DATE]限定】[DATE]一起換匯吧~[DATE]限量[NUM]組優匯[NUM]:[NUM]開搶，,0
【海外投資零時差】快時代更需要好工具，讓好機會不錯過！,1
【[NUM]步驟線上開戶拿[UNK][UNK]】?[ORG][UNK]綁定中信帳戶自動扣繳，超低門檻再享最高[X元]！,0
【超划算】[PRODUCT]營業時間最快[NUM]分鐘撥款，再[DISCOUNT]商品禮券[X元]等你拿！,0
【[URGE]通知!好康來了~】線上申請享開辦費[DISCOUNT]，再享超低優惠利率,0
獲利奔馳所有外幣利率最高[X%]年息，存[X元]美元以上可享受最高[X%]的[UNK]利率,0
【給自己一個美好未來】新臺幣定存解約轉存[NUM]大利率，年息最高[X%]、人民幣[X%]！,0
《[NUM]年[DATE]汽車雜誌》[PRODUCT]單筆滿[X元]送大蛋捲冰淇淋兌換券！,0
【超強優惠只到[DATE]！】信貸線上申貸，開辦費現折NT[X元]，夠划算別錯過，[URGE]申請！,1
了解更多市場資訊：依市場氣象圖尋找適合投資標的：【上週市場回顧】[DATE]將繼續延長跌深,0
【限時回饋】登錄享[NUM]期分期一[DISCOUNT]！,0
投資先別跳過這[NUM]個問題，回答完再下手！,0
【限時加碼】[DATE]~[DATE]跨行存款，換匯最高減碼[NUM]分！,0
國泰世華[PRODUCT]用[ORG][UNK]綁定中信消費，超值優惠~手機就可辦好康！！活動詳情：,0
想看電影、也想吃美食，哪兒找優惠最快？　【就在這裡！[PRODUCT]通通有】,1
【[DATE]優惠開搶！】只要[DATE][NUM]:[NUM]美元，撿便宜就等你來搶！,0
?就是愛網購! [PRODUCT]送你[X%]超贈點,1
【小編推薦~小編[URGE]通知！】現在線上申貸，開辦費可享超低優惠，開辦費省[X元]及[DISCOUNT]喔~,0
[DATE]！年息最高可享美元[X%]、人民幣[X%]，錯過可惜啊~,0
旅遊i刷中信[PRODUCT]，單筆滿額送Harrods精品!,1
我們是中信銀行委任的領導者，可以獲得收益債來源嗎？,0
【[DATE]市場檢視】疫軍突起，該錢進哪裡？這[NUM]種錢最搶手！,1
《鼎極尊享》[ORG]免費升等商務車廂禮遇！,1
【薪轉戶投資要快!】越早投資越輕鬆，[PRODUCT]退休基金投資計畫!,1
【您有([NUM])則獨享的優惠】人氣美元最高減[X%]，買進去卻沒搶到[GPE]美元,0
【你知道[DATE]小編給了什麼優惠嗎】最近想去[GPE]的【驚喜→】一定是自己動手算，心卻還不敢按手機就好~,0
<<星展每週投資評論>近期[DATE]日也熱心參與中國第一個主動寬鬆政策的對談，以及國內外匯率具有強大利益。,0
享受到您的外幣兌換服務。中國信託是一家財富管理公司，與我們並行動銀行提供[X%]折價券及優質貨幣兌換服務。,0
過年來[GPE]旅遊看強片《旅行集團》快閃好禮《[NUM].買一送一》,0
了解更多市場資訊：依市場氣象圖尋找適合投資標的：【上週市場回顧】上週新冠肺炎疫情擴大,0
【[NUM]年[DATE]限定】美元低點開搶，驚喜匯滿額,0
【網銀客戶好康通知】親愛的客戶您好，別再錯過美元低點！,0
迎戰爆發吧！中國信託銀行即將開席公告，今年年的最佳利率[X%]，是當前最強的國際外幣兌換的喔~!,0
沒錯！點擊我吧：換匯好方便，最高享年息[X%]的優惠唷！,0
【[DATE]限定】元大銀行個人網銀／[UNK]跨行轉帳/基金申購手續費[X折]等你來搶！,0
【中國信託CTBC電子報】[DATE]號：第[NUM]屆「點燃生命之火」募款金額新臺幣[NUM]億元,1
【需要資金嗎?】貸款秘笈看這裡，專人為您服務免煩惱，還有機會抽獎喔！ ,1
【[DATE]限時加碼!】限時[NUM]大優惠等你拿！,0
【最高回饋[X元]】[NUM]大電商([ORG]/[UNK])滿額最高贈[DISCOUNT]!,0
【網銀換匯小秘笈[NUM]：[NUM]開搶！】[DATE]一起換匯，還可抽[UNK][X元]大禮品喔！,0
【這你一定沒看過】新手貸款眉角都幫你整理好了，還有抽熊大夜燈活動只到[DATE]喔!,1
【雙[NUM]才走，投資大盤點！】良好投資要趁勝追擊！[UNK]新春假期間預計[DATE]前再抽[GPE]雙人來回機票,0
限時快閃！旅行社幫你抓住夏天，每月要去[GPE]~[UNK]%[NUM]哩一成線上申貸就可抽獎資格[NUM]名，立即了解更多,0
"【新的一年有馬來貘陪】[PRODUCT]紅利點數最高[NUM]倍~[ORG],百貨,超商即享券, 飛行哩程隨你換!",1
【今晚我想來點[UNK]?】[PRODUCT]假日申辦線上「[PRODUCT]」，核准額度滿意後自助撥款即可享有!,0
【恭喜你賺到了?】前[NUM]期[X%][DISCOUNT]人人都有，還有抽現金[X元]活動快來填單!,0
【中信得獎，您享優惠】線上貸款最快[NUM]小時入帳，還可[DISCOUNT]獎金喔!,0
[ORG]刷[PRODUCT]，享指定商店最低[X折]起,0
【[DATE]哈燒話題】美元[NUM]字頭家們，不管你留意多少錢該買什麼做都划算,0
★新臺幣定存解約轉存[NUM]大外幣兌換、年息最高[X%],0
【你已被標註在一則優惠中】貸款日付不到[X元]，還有抽紅包只到[DATE]！,1
暑假出遊享樂有一種「保障」踏青[ORG]來趟暑期旅行吧!憑藉與朋友分享年終慶、聚餐出國去,0
<星展銀行洞悉亞洲-每週投資評論>中國疫苗議題[DATE]出爐，儘管市場對於可能主席鮑威爾宣布維護將維持利率,0
【[DATE]限定】[ORG]、[NUM]小時線上換匯超便利,0
現在申請數位外匯管理銀行，還享有超低利率、年息[X%]的優利定存,0
[ORG]【[DATE]中信日】LINE Points [X%]點數輕鬆拿！,1
【線上辦信貸好康大放送！】來喔~現在線上申辦信貸，就可抽五星級雲品酒店住宿券，還有超低優惠利率，[URGE]申請吧~！ ,1
【最後一天！】[PRODUCT]友限定封館特賣！單筆滿額贈紫炫鬆餅機，快來逛逛！,1
【[UNK]】外幣優利定存年息最高[X%]，助您掌握投資趨勢,0
【[DATE]外幣檢視及哈燒話題】曾經[NUM]年追蹤這種超[UNK]利率、超彈性，但為何上下一步就可以順暢玩樂遊,0
星展一日美元高利定存專案，並獲得[X%]高息定存，另享定存專屬年息最高[X%]的年息哦!,0
【三招訣竅度批准，就幫你開戶吧】,0
【優匯開搶限時，別錯過】新台幣定存解約轉存[NUM]大好康，年息最高美元[X%]、人民幣[X%]！,0
【設定[UNK]無負擔】自動扣繳抽★[ORG][UNK]享[DISCOUNT],0
[限時雙[NUM]購物節][ORG]刷[PRODUCT]滿[X元]現折[X元],0
【限時推播通知】本[DATE]繼續為你後繼續投資，年息最高[X%]！,0
不一樣的客戶頭家們，中信銀行更方便!★★多元優利定存[NUM]個月期年息高達[X%]，賺取利息。,0
☆帳戶連結icash[UNK]，送上[X元]大紅包，這些小編幫您放心點！,0
★限時好康★Ferragamo Private Sale 刷[PRODUCT]尊享定價[X折]起！,1
美元年息最高[X%]，跟著小編一起在新臺幣交易時進場！免搶利息就是要趁現在，歡慶三重送[DATE]限時,0
【利率降價囉！】小編通知您，[DATE]到期提醒通知,0
【My Way客戶專屬邀請】最高[DISCOUNT]！[PRODUCT]新戶再享好禮[NUM]選[NUM],1
【提醒通知】親愛的主人，您是不是忘了什麼?,1
【荷包運勢美元利變[X%]，邀請您立即體驗】把握[DATE]前申購優惠年利率前二期只要[X%]！,0
在家防疫不擔心，免出門隨時申辦好安心！,1
【最新】[UNK]、[ORG][NUM]湘球[UNK]優惠，不只投資可以更好玩！,0
【只有[DATE]最速配息、限時搶購！】特匯日來了，[X元]一起年利率[X%]、五,0
【[DATE]哈燒話題】[UNK]%限時特惠，美元最高減[NUM]分?善用年息[X%]搶優惠！,0
【恭喜獲得優惠券】[NUM]天快閃，轉發無效，房貸開辦費[X折]優惠 ,1
申辦<中信[PRODUCT]>迎賓好禮送給您!,1
夏日旅遊三大方送,0
 【大家都在搶什麼→】前兩期只要[X%]申請還可以[DISCOUNT]禮券喔!,1
[GPE]監製粉紅豬小妹LIVE SHOW 、拉拉熊的甜蜜時光特展★購票尊享[X折],1
你也可以從中國信託獲得最新的定期存款和豐富的利息。在中國信託，我們就在於提供最好的方式。,0
【最後提醒】您尚未寄回鈦金卡升等申請書，敬請把握！,1
【有情門居家優惠】刷[PRODUCT]享網購[X折]優惠！,0
【定期加碼】優質利率還可累積[NUM]萬，設備齊全。,0
【領取你的嵐山豬豬([NUM])】原來邊消費可以邊理財，零錢也能投資！ ,1
網路問診不知道如何避免資金追蹤？根據[NUM]個問題找回專人協調，[PRODUCT][UNK]達成通關,0
中國信託邀請您優先體驗線上申貸，免參加再送[X元]禮券！,0
[GPE]【[ORG]velikoko女鞋】首次來台，刷[PRODUCT]尊享[X折]優惠,1
【別錯過！】[PRODUCT]線上申貸超划算，只要[UNK][X元]就可以換[NUM]個禮券!,0
【開外幣新戶限定】[PRODUCT]、[DATE]~[NUM]大方送,0
一起存！不能等！快來搶這些美元[NUM]分最高享年息的美元定存~加碼越多賺越多,0
中信銀行最大化身外幣優利定存台新銀行提供有競爭力的匯率，結合專業、個人和企業獨特保障，以及國際金融業,0
活動回饋賺里程點數輕鬆拿！,0
【還在報上？】網路投保優惠不用找，[URGE]開信找！,0
【[DATE]定存專案】即日起至[DATE]止，綁定中國信託財富管理[UNK]個人化服務，享限時全新臺幣[NUM]個月美元[X%],0
【[ORG]i刷[PRODUCT]】滿[NUM]現折[NUM]．分期滿額再[DISCOUNT]．最高送[NUM],1
【恭喜您獲得([NUM])個限量美元高利定存專案】,0
實現買房規劃的你，想為它帶來點新意嗎？信貸貸你美夢成真，再享超低優惠利率，立即點閱了解吧！,1
【領息有感】新台幣定存解約轉存外幣定存，美元年息最高[X%]、人民幣[X%],1
房屋借現金，一指搞定資金運用更輕鬆不僅有好房也可以免費申辦！,0
【讓您放送，這個價格還不放送[DISCOUNT]】上百萬客戶申請網路銀行，還沒綁定到本行員工放心意！,0
★寵愛媽咪i獻禮★百貨母親節刷[PRODUCT]滿額贈禮券/贈品，立即購物GO！,1
【請領取您的限時兌換外幣[UNK]?】[DATE][NUM]點開搶，沒搶到也是人人有獎喔！,0
有沒有讓你的錢變得簡單？存款好簡單只要[X元].小心！,0
【急用錢 看過來】歲末生意強強滾，老闆們備貨、周轉都用這一招！,1
★掌握薪資即時入帳通知★現在綁定中國信託LINE個人化服務，還可抽iPhone[NUM]！,1
【[NUM]限時加碼】外幣高利美元最給力，年息[X%],0
【誠信】原油期間儲蓄比你想像中容易的快！,0
您知道如何搖動[DATE]錢進[GPE]的買賣時機,0
預約下一段旅行！鼎尊/[PRODUCT]享[GPE]晶英酒店平日住房[X元]起,1
【只限[DATE]，[NUM]換匯吧!】撿便宜的日子又來了，中信線上投資，[NUM]小時放寬限時[NUM]小時優惠,0
【限時優利】換匯[DISCOUNT]點開搶激省!,0
【年終口袋救援王登場】吃喝玩樂，[PRODUCT]補足您的錢包,0
【薪轉戶限定好禮大放送】每天最低不到[X元]，輕鬆貸！,0
[NUM]秒設定創新轉帳，未來交易免輸密碼更快速，立即體驗！,1
【活動倒數】初一來計畫，房屋借現金前六期年利率[X%]起！原車融資心法[NUM]步驟，輕鬆搞定,0
【薪轉戶通知】只到[DATE]，快來不及了~馬上用[PRODUCT]繳稅最有利,1
【信貸限時優惠([DATE]~[DATE])】信貸線上申貸，開辦費現折[UNK][X元]，限時優惠[DATE]到期，立刻點擊！,0
【恭喜你賺到了】前[NUM]期[X%][DISCOUNT]人人都有，還有抽現金[X元]活動快來填單！,0
年息最高[X%]，現在還可以拿到[UNK]！,0
【神價領取通知([NUM])】恭喜您獲得美元低點，限時領取！,0
【線上申請貸款最快[NUM]小時取得資金！】中信線上辦貸款，就是這麼殺~真的只有[DATE]喔!,0
【迎接[NUM]年新計畫】[ORG]限定，錯過雙重好禮等您領取！,0
【活動最後倒數】體驗中信Home Bank APP抽iPhone X盛竹如也大呼不思議！,1
台新帶你搶購倒數！即日起至[DATE]止，享跨行轉帳免手續費[NUM]張！(限量登錄)活動領取！,0
【i刷[PRODUCT]餐飲優惠】TUTTO FRESCO餐廳享結帳金額[X折]!,1
【[ORG]滿額天天享[X%]】[PRODUCT]至[ORG]消費滿額天天享[DISCOUNT],1
"[UNK]跨行交易[DATE]中國信託/[GPE]遊[GPE][ORG]指定商銀行使用美電、樂獨享[NUM]大外匯交易平台(含)利率[X元],",0
【紅利點數最高[NUM]倍】[PRODUCT]百貨、餐廳即享券、停機時數回饋無上限。,0
【限量[NUM]組優利器】你可以借多少錢，每天不到[X元]呢？我們的「領取」已經快到期了！,0
海外消費享回饋？刷[PRODUCT]購物，通通有[UNK][UNK]轉機箱、海外消費免手續費!,0
[NUM]點[UNK][UNK]享優惠信用卡新申辦[PRODUCT]，再送紅包[X元]券,0
【[ORG]攜手飛聯名卡】兩岸三地航班享[X折]起優惠!！,1
【您的優利定存超利[X%]】超越年息高達[X%]，資金已經很快就到位了！,0
★[ORG]i刷[PRODUCT]★[DATE][ORG][NUM]送[NUM]百,0
【中獎率[X%]】旅遊、體驗行程方便的好時機，還有雙重來回機票！,0
【[NUM][DATE]限時好康】高利定存，年息最高美元[X%]、人民幣[X%]！,0
從中國信託銀行獲得超低利率的定期存款利息，你可以根據我們對每個人的品質進行調整。,0
【放假日來抽獎喔→】恭喜你獲得超給力的線[DATE]付金試算與信貸優惠，還有[X元]抽獎快來了解喔！,0
【新春加碼】美元優利定存年息最高[X%]，線上申請享年息最高[X%],0
【沒錯!幸運兒就是你!】恭喜你獲得前三期[X%]優惠信貸，連額度也幫你算好了，快來點擊申請吧!,1
